Sample,Clostridium_perfringens,Clostridium_neonatale,Klebsiella_aerogenes,Klebsiella_oxytoca,Clostridium_innocuum,Clostridioides_difficile,Clostridium_paraputrificum,Enterococcus_faecalis,Clostridium_sp_7_2_43FAA,Klebsiella_pneumoniae,Veillonella_parvula,Proteus_mirabilis,Citrobacter_freundii,Klebsiella_michiganensis,Escherichia_coli,Peptoniphilus_harei,Campylobacter_ureolyticus,Varibaculum_cambriense,Finegoldia_magna,Proteus_hauseri,Citrobacter_amalonaticus,Gemella_asaccharolytica,Citrobacter_youngae,Citrobacter_rodentium,Enterococcus_gallinarum,Bacteroides_caecimuris,Bacteroides_thetaiotaomicron,Akkermansia_muciniphila,Lactobacillus_johnsonii,Blautia_coccoides,Clostridium_clostridioforme,Clostridium_aldenense,Lactobacillus_murinus,Parasutterella_excrementihominis,Proteobacteria_bacterium_CAG_139,Turicimonas_muris,Streptococcus_salivarius,Staphylococcus_epidermidis,Veillonella_dispar,Clostridium_asparagiforme,Clostridium_lavalense,Sphingomonas_melonis,Anaerococcus_vaginalis,Bifidobacterium_breve,Clostridium_bolteae,Clostridium_butyricum,Morganella_morganii,Anaerococcus_hydrogenalis,Negativicoccus_succinicivorans,Actinomyces_europaeus,Corynebacterium_simulans,Staphylococcus_warneri,Klebsiella_variicola,Klebsiella_quasipneumoniae,Staphylococcus_aureus,Dermabacter_hominis,Staphylococcus_argenteus,Corynebacterium_striatum,Citrobacter_pasteurii,Aeriscardovia_aeriphila,Streptococcus_thermophilus,Streptococcus_gordonii,Mycobacteroides_abscessus,Lachnospiraceae_bacterium_28_4,Lachnospiraceae_bacterium_A4,Acutalibacter_muris,Anaerotruncus_sp_G3_2012,Dorea_sp_5_2,Lachnospiraceae_bacterium_A2,Clostridium_sp_ASF502,Enterorhabdus_caecimuris,Clostridium_sp_ASF356,Lachnospiraceae_bacterium_M18_1,Oscillibacter_sp_1_3,Bifidobacterium_pseudolongum,Clostridium_cocleatum,Cutibacterium_acnes,Fusobacterium_nucleatum,Bifidobacterium_longum,Cutibacterium_avidum,Streptococcus_agalactiae,Enterobacter_cloacae_complex,Serratia_marcescens,Pseudomonas_aeruginosa_group,Lactobacillus_paragasseri,Actinomyces_sp_HPA0247,Leclercia_adecarboxylata,Staphylococcus_hominis,Actinomyces_radingae,Anaerococcus_prevotii,Achromobacter_xylosoxidans,Pedobacter_nutrimenti,Achromobacter_insuavis,Delftia_acidovorans,Paenibacillus_pasadenensis,Acinetobacter_gandensis,Acinetobacter_johnsonii,Ruthenibacterium_lactatiformans
C2-d53,36.42216,18.06289,0.66826,0.02441,16.25061,11.58651,2.82479,1.16338,0.80052,0.01923,5.69433,0.97241,0.27068,4.59362,0.0095,0,0,0,0,0,0.57903,0,0.05766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,35.45286,13.92896,1.40919,11.69733,12.8492,11.02796,2.85378,2.04457,0.64608,0.03742,1.61258,3.14687,0,0,0.66715,0,0,0,0,0,2.62607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-colon,46.19314,11.20448,0,0,18.51596,11.57998,5.36391,1.16085,0.47351,0,3.17716,0.05019,0,2.28081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-d33,0.04759,0,0,0,0,0.13239,0,2.77912,0,0,0,0,0,0,97.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-d44,38.43645,11.67619,0.32244,5.73387,19.78618,8.04556,8.52576,1.1243,2.37334,0.03135,0,0.34559,0.02452,0.01525,3.1583,0,0,0,0,0,0.40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-d45,39.90177,10.55915,0.76709,5.44675,16.33307,10.86022,6.64614,1.22467,1.67965,0.04976,0,0.8138,0.06503,0.47938,4.49212,0,0,0,0,0,0.39963,0,0,0.28176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-d53,35.32504,15.69725,0.98558,0.00689,20.6894,10.22784,2.95991,1.13475,0.68531,0.01176,6.45614,0.67973,0.14977,2.89581,0.0303,0,0,0,0,0,2.01875,0,0.04579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4-d33,4.84584,0,32.04656,21.36308,0,0.75141,0,39.26759,0,0.42462,0,1.3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4-d44,39.40182,14.77261,0.21804,5.95122,15.82774,7.80902,8.96733,1.52302,2.0383,0,0.02869,0.35998,0.01735,0.13322,2.47806,0,0,0,0,0,0.47361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4-d45,47.76617,6.46126,0,2.40464,30.62652,6.17998,6.56143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4-d53,43.04795,15.14762,1.1535,0.56686,14.67526,8.18151,3.70267,1.27466,0.78351,0.07497,6.13363,0.64088,0.11801,2.4414,0.06505,0,0,0,0,0,1.9143,0,0.07821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5-d34,4.50227,0,2.69844,4.77983,0.24155,3.67155,2.01356,71.29989,0.80684,0,0,0,0,0,7.97528,0,0,0,0,0,2.01078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5-d44,40.67677,12.70207,0.08156,3.49028,19.02976,9.97294,6.84195,1.6703,1.29186,0,0,0.5427,0,0.25679,2.75261,0,0,0,0,0,0.69041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5-d45,44.258,16.44642,0.55838,2.2332,16.02173,9.20928,5.71137,1.57584,1.07141,0.01068,0,0.68468,0.06685,0.10647,1.69574,0,0,0,0,0,0.2718,0,0,0.07815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5-d53,37.44106,17.67818,0.75013,0.01861,15.24924,11.74847,3.35431,1.21093,0.92777,0,5.78406,0.65957,0.12376,3.31687,0,0,0,0,0,0,1.70773,0,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6-d33,0,0,0.23223,0,0,0.10102,0,86.44359,0,0,0,0,0,0,13.22316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6-d37,0,0,48.99412,0,0.98104,1.34655,0,34.09464,3.42325,0.84111,0,0,0,0,10.31928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6-d44,20.11022,10.29277,0.39512,0,22.64526,11.73218,9.59071,2.72121,1.51248,0.07065,0,0.32749,0,13.3394,6.26119,0,0,0,0,0,1.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6-d49,44.05587,21.61961,0.45512,0.04736,15.67005,4.68058,4.1031,1.30648,0.63354,0.02085,4.08214,0.76769,0.36559,0.38327,0.34466,0,0,0,0,0,1.34187,0,0.12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6-d53,47.28716,15.26725,0.56912,0,12.22493,8.65374,3.29026,1.14587,0.70133,0.01048,5.34375,0.6401,0.20761,3.39078,0.0147,0.15807,0,0,0,0,1.08296,0,0.01189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7-d33,0.5973,0,5.7086,0.53043,0,0.78265,0,58.84773,0,0,0,0,0,0,33.5333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7-d38,0,0,62.78046,0,9.16195,2.1695,5.63716,16.63315,3.61778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7-d44,38.72225,7.54335,0.01184,5.09342,20.0141,8.82766,6.93415,1.52403,0.9675,0.01018,0,0.62527,0.01633,1.54634,7.26022,0,0,0,0,0,0.8862,0,0.01714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7-d45,40.24928,14.70077,0.25334,0.4918,15.03512,11.6702,5.42843,1.58762,1.30155,0.0108,0,0.98955,0,6.13885,1.4728,0,0,0,0,0,0.46368,0,0,0.20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7-d53,34.27634,13.33237,0.98288,0,19.81234,10.71183,2.52308,1.79079,0.82048,0.00923,6.03236,0.62424,0.10687,6.37588,0.0488,0,0,0.07964,0,0,2.42467,0,0.04822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8-d35,0.16799,0,0.21479,0,0,0.87009,0.23529,5.67263,0.00331,0,0,0,0,0,92.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8-d38,0,0.11677,18.92203,0.19624,20.88168,2.32938,0,21.67674,35.87716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8-d44,16.89716,14.98555,0,6.98899,25.0592,10.79282,11.1706,4.1065,4.66196,0.0087,0,0.59816,0,0.18607,3.93261,0,0,0,0,0,0.61167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8-d45,32.3862,15.94928,0,2.354,22.60384,11.53931,8.20278,2.49721,0.97663,0.01126,0,0.64642,0.01752,0.84954,1.53577,0,0,0,0,0,0.37053,0,0,0.05972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8-d53,40.03676,17.00475,0.92506,0.13534,15.57288,10.47287,3.59161,1.12861,0.6287,0,5.70629,0.69198,0.05484,2.52161,0,0,0,0,0,0,1.5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO1_COLON,0,0,0,0,0,16.1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.80815,21.26572,10.75053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO1_D0,0,0,0,0,0,1.04501,0,2.41612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81218,0,43.61721,42.56373,3.74725,0.79849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO1_D1,0,0,0,0,0,0.02432,0,0.87379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18324,0.08598,9.79566,88.72675,0.30317,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO1_D3,0,0,0,0,0,3.15861,0,1.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.47156,0,0,0,0.08557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO2_COLON,0,0,0,0,0,42.2165,0,22.99994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.21221,7.40531,7.16603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO2_D0,0,0,0,0,0,0.40536,0,7.37509,0,0,0,0,0,0,0.20283,0,0,0,0,0,0,0,0,0,0,10.64572,0,48.21463,23.11782,7.62333,2.41522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO2_D3,0,0,0,0,0,0,0,99.57875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11747,0,0,0,0,0.30377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_COLON,0,0,0,0,0,1.10355,0,0.14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41791,39.6047,54.45242,0,0,0.18804,0,0.08606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_D1,0,0,0,0,0,8.08924,0,6.79224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15966,0,26.41518,0,0,0.04465,15.83336,0.02973,0.63594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_D3,0,0,0,0,0,0.26082,0,0.01407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16981,3.36765,87.03293,0,0,0.43262,4.7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_COLON,0,0,0,0,0,15.38157,0,16.30874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9549,24.16463,0,0,0,17.00952,0,0.18064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D0,0,0,0,0,0,0.47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75885,7.97338,0.07756,1.19248,1.77262,0,9.69372,1.05766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D1,0,0,0,0,0,4.93612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35332,0,94.69419,0.01637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D3,0,0,0,0,0,66.2791,0,7.75552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3404,0,0,0,0,0,1.59727,0.01078,0.01693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_COLON,0,0,0,0,0,2.99553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02627,17.87263,7.51078,6.03804,20.01142,26.15377,0,0.95133,2.44024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_D0,0,0,0,0,0,0.77649,0,1.2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34581,0,74.77864,18.25381,0.79898,2.75657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_D3,0,0,0,0,0,1.27189,0,0,0,0,0,0,0,0,1.64461,0,0,0,0,0,0,0,0,0,0.19156,13.46746,57.15664,13.09525,0.36113,6.79052,1.64586,0,2.80328,1.57181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_COLON,0,0,0,0,0,0.88787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95948,47.27541,6.6942,1.313,0.12151,28.73831,0,0.12,1.89022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_D1,0,0,0,0,0,1.08651,0,0,0,0,0,0,0,0,1.12966,0,0,0,0,0,0,0,0,0,0,0,51.79965,21.99303,0,1.83997,10.59525,0,7.94678,3.508,0.10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_D3,0,0,0,0,0,0.03673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95025,72.36667,12.72496,0,2.62855,4.99334,0,3.14713,2.15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS3_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06663,37.23484,5.25609,0,0.57373,46.02014,0,0,0.84857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS3_D1,9.07493,0.42751,2.27239,0.8817,22.16733,3.11618,15.05394,1.5436,2.96242,0,0,0,0,0,2.41236,2.96715,0,0,1.04291,0,0,0,0,0,0,0,13.9034,11.0466,0,0.8236,3.42503,0,6.0783,0.80066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49262,54.30185,13.50345,0,0,29.27232,0,0,2.42976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_D0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21468,0,0,0,0,0,0,0,0,0,0,0,76.86505,14.99767,0,1.18258,4.20886,0,1.35989,1.17127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
