"","Sample","present.(gelE)","present.(fsrC)","present.(ace)","present.(sprE)","present.(fsrA)","present.(cpsE)","present.(cpsG)","present.(efaA)","present.(cpsA/uppS)","present.(cpsB/cdsA)","present.(GBAA_RS25985)","present.(bopD)","present.(EF0818)","present.(ebpA)","present.(ebpC)","present.(ebpB)","present.(srtC)","present.(cylI)","present.(EF3023)","present.(EF_RS14505)","present.(ecbA/fss3)","present.(fsrB)","present.(EF_RS01960)","present.(cpsJ)","present.(cpsC)","present.(cpsI)","present.(cpsF)","present.(cpsK)","present.(cpsH)","present.(fss1)","present.(EF0485)","present.(esp)","present.(EFME1162_RS23495)","present.(cylM)","present.(cylB)","present.(cylA)","present.(cylR1)","present.(cylL)","present.(cylR2)","present.(cylS)","present.(JJD26997_RS09925*)","present.(fss2)","present.(cpsD)","present.(EF0149)","present.(bee3)","present.(srt1)","present.(srt2)","present.(bee2)","present.(wcaJ)","present.(gndA)","present.(bee1)","present.(prgB/asc10)","present.(agn43)","present.(STU_RS16255)","present.(KPK_RS28635)","present.(asa1)","present.(cdiA)","present.(mrkF)","present.(ybtE)","present.(ybtQ)","present.(clbH)","present.(irp2)","present.(neuA)","present.(neuC)","present.(neuB)","present.(neuD)","present.(tcpC)","present.(icmF)","present.(mrkC)","present.(upaH)","present.(tssF)","present.(clbC)","present.(fliI)","present.(hek)","present.(tia)","present.(Z_RS14145)","present.(espL4)","present.(fes)","present.(clpV)","present.(clbB)","present.(upaG/ehaG)"
"2117","SRR17722046_CLEAN_REPAIRED_minContig2500_bin.4","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2145","SRR17722048_CLEAN_REPAIRED_minContig2500_bin.6","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2167","SRR17722049_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2197","SRR17722051_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2223","SRR17722052_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","0","1","0","1","1","1","0","1","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2254","SRR17722056_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2295","SRR17722057_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2336","SRR17722059_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2368","SRR17722061_CLEAN_REPAIRED_minContig2500_bin.1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2413","SRR17722064_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2460","SRR17722065_CLEAN_REPAIRED_minContig2500_bin.4","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2505","SRR17722067_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2547","SRR17722070_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2577","SRR17722071_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2621","SRR17722072_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2662","SRR17722073_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2700","SRR17722074_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2738","SRR17722075_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2778","SRR17722078_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2819","SRR17722079_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2849","SRR17722081_CLEAN_REPAIRED_minContig2500_bin.3","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2877","SRR17722082_CLEAN_REPAIRED_minContig2500_bin.10","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2894","SRR17722083_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2927","SRR17722085_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2956","SRR17722088_CLEAN_REPAIRED_minContig2500_bin.2","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2989","SRR17722089_CLEAN_REPAIRED_minContig2500_bin.9","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3022","SRR17722090_CLEAN_REPAIRED_minContig2500_bin.4","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3055","SRR17722091_CLEAN_REPAIRED_minContig2500_bin.3","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3088","SRR17722092_CLEAN_REPAIRED_minContig2500_bin.2","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3121","SRR17722093_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3148","SRR17722094_CLEAN_REPAIRED_minContig2500_bin.3","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3181","SRR17722099_CLEAN_REPAIRED_minContig2500_bin.7","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3229","SRR17722100_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3265","SRR17722102_CLEAN_REPAIRED_minContig2500_bin.8","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3306","SRR17722103_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3351","SRR17722104_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3381","SRR17722111_CLEAN_REPAIRED_minContig2500_bin.6","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3405","SRR17722112_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3440","SRR17722114_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3469","SRR17722116_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3492","SRR17722117_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3527","SRR17722130_CLEAN_REPAIRED_minContig2500_bin.3","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3569","SRR17722141_CLEAN_REPAIRED_minContig2500_bin.3","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3605","SRR17722147_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3643","SRR17722148_CLEAN_REPAIRED_minContig2500_bin.6","0","0","0","0","0","1","1","1","0","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3677","SRR17722149_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3704","SRR17722152_CLEAN_REPAIRED_minContig2500_bin.4","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3740","SRR17722153_CLEAN_REPAIRED_minContig2500_bin.4","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3776","SRR17722155_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3811","SRR17722156_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3846","SRR17722157_CLEAN_REPAIRED_minContig2500_bin.5","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3885","SRR17722159_CLEAN_REPAIRED_minContig2500_bin.6","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
